2025-03-05 04:10:09,296 INFO    Thread-959 (_run_job):5496 [wandb_setup.py:_flush():67] Current SDK version is 0.19.7
2025-03-05 04:10:09,297 INFO    Thread-959 (_run_job):5496 [wandb_setup.py:_flush():67] Configure stats pid to 5496
2025-03-05 04:10:09,297 INFO    Thread-959 (_run_job):5496 [wandb_setup.py:_flush():67] Loading settings from C:\Users\pcdpm\.config\wandb\settings
2025-03-05 04:10:09,297 INFO    Thread-959 (_run_job):5496 [wandb_setup.py:_flush():67] Loading settings from d:\DISK S\IITM\Sem-8\DL\Assignment\tutorial-1\code\wandb\settings
2025-03-05 04:10:09,297 INFO    Thread-959 (_run_job):5496 [wandb_setup.py:_flush():67] Loading settings from environment variables
2025-03-05 04:10:09,297 INFO    Thread-959 (_run_job):5496 [wandb_init.py:setup_run_log_directory():647] Logging user logs to d:\DISK S\IITM\Sem-8\DL\Assignment\tutorial-1\code\wandb\run-20250305_041009-64lpb4ke\logs\debug.log
2025-03-05 04:10:09,298 INFO    Thread-959 (_run_job):5496 [wandb_init.py:setup_run_log_directory():648] Logging internal logs to d:\DISK S\IITM\Sem-8\DL\Assignment\tutorial-1\code\wandb\run-20250305_041009-64lpb4ke\logs\debug-internal.log
2025-03-05 04:10:09,298 INFO    Thread-959 (_run_job):5496 [wandb_init.py:monkeypatch_ipython():599] configuring jupyter hooks <wandb.sdk.wandb_init._WandbInit object at 0x00000199F33158D0>
2025-03-05 04:10:09,298 INFO    Thread-959 (_run_job):5496 [wandb_init.py:init():761] calling init triggers
2025-03-05 04:10:09,298 INFO    Thread-959 (_run_job):5496 [wandb_init.py:init():766] wandb.init called with sweep_config: {'activation_function': 'relu', 'batch_size': 16, 'epochs': 10, 'hidden_layer_size': 128, 'learning_rate': 0.001, 'num_hidden_layers': 4, 'optimizer': 'rmsprop', 'weight_decay': 0.5, 'weight_initialization': 'xavier'}
config: {'_wandb': {}}
2025-03-05 04:10:09,298 INFO    Thread-959 (_run_job):5496 [wandb_init.py:init():784] starting backend
2025-03-05 04:10:09,298 INFO    Thread-959 (_run_job):5496 [wandb_init.py:init():788] sending inform_init request
2025-03-05 04:10:09,302 INFO    Thread-959 (_run_job):5496 [backend.py:_multiprocessing_setup():97] multiprocessing start_methods=spawn, using: spawn
2025-03-05 04:10:09,304 INFO    Thread-959 (_run_job):5496 [wandb_init.py:init():803] backend started and connected
2025-03-05 04:10:09,313 INFO    Thread-959 (_run_job):5496 [wandb_run.py:_config_callback():1261] config_cb None None {'activation_function': 'relu', 'batch_size': 16, 'epochs': 10, 'hidden_layer_size': 128, 'learning_rate': 0.001, 'num_hidden_layers': 4, 'optimizer': 'rmsprop', 'weight_decay': 0.5, 'weight_initialization': 'xavier'}
2025-03-05 04:10:09,316 INFO    Thread-959 (_run_job):5496 [wandb_run.py:_label_probe_notebook():1204] probe notebook
2025-03-05 04:10:09,316 INFO    Thread-959 (_run_job):5496 [wandb_run.py:_label_probe_notebook():1214] Unable to probe notebook: 'NoneType' object has no attribute 'get'
2025-03-05 04:10:09,317 INFO    Thread-959 (_run_job):5496 [wandb_init.py:init():896] updated telemetry
2025-03-05 04:10:09,322 INFO    Thread-959 (_run_job):5496 [wandb_init.py:init():920] communicating run to backend with 90.0 second timeout
2025-03-05 04:10:09,846 INFO    Thread-959 (_run_job):5496 [wandb_init.py:init():995] starting run threads in backend
2025-03-05 04:10:10,172 INFO    Thread-959 (_run_job):5496 [wandb_run.py:_console_start():2377] atexit reg
2025-03-05 04:10:10,172 INFO    Thread-959 (_run_job):5496 [wandb_run.py:_redirect():2227] redirect: wrap_raw
2025-03-05 04:10:10,172 INFO    Thread-959 (_run_job):5496 [wandb_run.py:_redirect():2292] Wrapping output streams.
2025-03-05 04:10:10,172 INFO    Thread-959 (_run_job):5496 [wandb_run.py:_redirect():2317] Redirects installed.
2025-03-05 04:10:10,173 INFO    Thread-959 (_run_job):5496 [wandb_init.py:init():1037] run started, returning control to user process
2025-03-05 04:10:36,428 INFO    Thread-959 (_run_job):5496 [wandb_run.py:_finish():2112] finishing run shivasurya-iit-madras/DA6401-fashion-mnist-assig-1/64lpb4ke
2025-03-05 04:10:36,429 INFO    Thread-959 (_run_job):5496 [jupyter.py:save_history():458] not saving jupyter history
2025-03-05 04:10:36,430 INFO    Thread-959 (_run_job):5496 [jupyter.py:save_ipynb():386] not saving jupyter notebook
2025-03-05 04:10:36,430 INFO    Thread-959 (_run_job):5496 [wandb_init.py:_jupyter_teardown():581] cleaning up jupyter logic
2025-03-05 04:10:36,430 INFO    Thread-959 (_run_job):5496 [wandb_run.py:_atexit_cleanup():2342] got exitcode: 0
2025-03-05 04:10:36,430 INFO    Thread-959 (_run_job):5496 [wandb_run.py:_restore():2324] restore
2025-03-05 04:10:36,430 INFO    Thread-959 (_run_job):5496 [wandb_run.py:_restore():2330] restore done
2025-03-05 04:10:39,381 INFO    MsgRouterThr:5496 [mailbox.py:close():115] Closing mailbox, abandoning 1 handles.
2025-03-05 04:10:39,381 INFO    Thread-959 (_run_job):5496 [wandb_run.py:_footer_history_summary_info():3958] rendering history
2025-03-05 04:10:39,381 INFO    Thread-959 (_run_job):5496 [wandb_run.py:_footer_history_summary_info():3990] rendering summary
2025-03-05 04:10:39,383 INFO    Thread-959 (_run_job):5496 [wandb_run.py:_footer_sync_info():3919] logging synced files
